id,str_quote,bln_inactive,,
587,"Participants negotiated for one more session to complete their tunnel books.  They showed a high degree of commitment to this project.  One participant benefitted from struggling with dissatisfaction over the impact of choosing to put her negative past on the first frame.  She took her book apart and started again.  She was very happy with her revised book which put her present first, past second and future third.  It was very powerful.  I'm glad we were able to give her the time to work with her book until she was happy with it.  The two other participants were inspired by this woman's determination to persevere until she got something that felt right to her. She remarked, ""It made me think a lot about how I'm trying to change my past and what I want my future to feel like.""",0,,
588,I know better who I am and where I am going after doing this. I accept myself more.,0,,
589,"Overall, the women enjoyed the workshop; they enjoyed working with their hands, and having the option to express themselves through other means than speaking. They liked concentrating on themselves, but also having the opportunity to share with others their hopes and dreams, and how their past experiences have made them into stronger people.",0,,
590,"El haber participado y asistir en el programa de mujeres con problemas de violencia domestica me hizp sentirme que no soy la unica que esta pasando este problema.  Este es un programa muy positivo e importante para salir adelante en la vida.î\
\
ìTo have participated in this workshop for women in domestic violence allowed me to see I am not the only one with this problem.  This program is very positive and important to break the cycle and continue with a positive life.",0,,
591,I'm going to turn mine into a key chain after I leave here to keep as a constant reminder of all the good things from this place.,0,,
592,"One of the women expressed that tears came down her cheeks during the meditation, but she understood them as happy tears.  Another woman got very emotional while reading her harmony piece and while showing us her footprint collage.  She said it made it very real about where she came from and where she wants to go.",0,,
593,This workshop made me have faith in life.  I can make it through the storms.  It helped me to express my thoughts in front of my face.,0,,
594,I realized I was finished with the past.  I didn't want to waste time with it so it was so exciting to focus on the future!,0,,
595,"They now see they have worth, purpose in life.",0,,
596,"We did one footprint for the past and one for the future.  Afterwards, one woman began to cry and said, ëI had forgotten all the things he put me through, and Iím so thankful that I got out.í",0,,
597,"I want to be a self-assured, strong woman, and I want my children to have opportunities and to be free of domestic violence.",0,,
